year,games_type,host_country,host_city,competitions,sports,disabilities,country_rank,country,participants_men,participants_women,gold,silver,bronze
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",24.0,Brazil,24,6,7,17,4
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",25.0,Mexico,40,14,6,14,17
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",26.0,Portugal,15,2,4,3,7
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",27.0,"Hong Kong, China",14,11,3,5,9
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",28.0,People's Republic of China,17,6,2,12,8
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",29.0,Trinidad and Tobago,7,1,2,0,1
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",30.0,Luxembourg,5,0,1,4,1
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",31.0,Kuwait,20,2,1,3,4
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",32.0,Burma,10,0,1,2,1
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",33.0,Egypt,25,3,1,1,5
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",34.0,Kenya,11,2,1,1,1
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",35.0,East Germany,3,1,0,3,1
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",36.0,Iceland,8,5,0,2,8
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",37.0,India,5,0,0,2,2
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",37.0,Republic of Korea,15,3,0,2,2
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",38.0,Jordan,6,3,0,1,2
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",38.0,Zimbabwe,5,3,0,1,2
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",39.0,Bahamas,0,2,0,1,1
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",39.0,Indonesia,6,2,0,1,1
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",40.0,Bahrain,10,2,0,0,2
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,Norway,17,4,25,21,14
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,Austria,37,15,20,10,14
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,West Germany,29,5,9,11,10
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,Finland,15,6,9,8,8
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,Switzerland,28,4,8,7,8
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,United States of America,31,14,7,17,6
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,France,15,1,5,5,3
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,Canada,13,7,5,3,5
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Sweden,15,2,3,7,5
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,Italy,22,2,3,0,6
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,Spain,6,1,1,2,1
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Poland,14,4,1,1,6
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,New Zealand,2,1,0,1,0
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,Japan,11,2,0,0,2
1988,Winter,Austria,Innsbruck,97,4,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,USSR,5,3,0,0,2
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,United States of America,253,118,91,90,88
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,West Germany,145,43,76,65,52
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,Great Britain,169,55,65,65,54
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,Canada,104,53,55,42,55
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,France,95,21,46,44,50
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,Sweden,79,24,42,38,23
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,Republic of Korea,205,21,40,35,19
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,Netherlands,76,34,30,24,29
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Australia,148,27,23,34,38
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,Poland,39,7,23,25,33
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,Denmark,27,21,23,19,22
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,USSR,16,6,21,20,15
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Spain,42,8,18,13,12
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,Japan,109,34,17,12,17
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",15.0,People's Republic of China,27,14,16,17,8
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",16.0,Italy,69,26,16,15,27
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",17.0,Belgium,46,8,15,18,8
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",18.0,Israel,47,15,15,14,16
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",19.0,Ireland,42,11,13,11,18
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",20.0,Austria,37,6,13,7,15
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",21.0,Switzerland,33,8,12,12,11
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",22.0,Finland,50,11,11,23,16
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",23.0,Norway,28,6,11,11,15
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",24.0,Mexico,28,5,8,9,7
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",25.0,Kuwait,27,3,5,5,7
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",26.0,Brazil,47,12,4,9,14
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",27.0,Yugoslavia,30,4,4,4,11
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",28.0,Islamic Republic of Iran,36,0,4,1,3
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",29.0,Portugal,7,6,3,5,6
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",30.0,New Zealand,11,5,2,4,11
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",31.0,Iceland,9,5,2,2,7
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",32.0,Bulgaria,8,0,2,1,0
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",33.0,Jamaica,2,3,1,4,3
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",34.0,Egypt,45,1,1,3,3
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",34.0,Faroe Islands,1,3,1,3,3
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",35.0,Puerto Rico,13,1,1,2,0
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",36.0,Bahrain,11,0,1,1,1
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",37.0,Guatemala,1,0,1,0,0
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",38.0,Argentina,18,17,0,7,2
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",39.0,Hungary,31,3,0,5,7
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",40.0,Kenya,9,3,0,4,1
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",41.0,"Hong Kong, China",31,11,0,2,7
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",42.0,Indonesia,17,2,0,2,0
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",43.0,Greece,4,0,0,1,3
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",44.0,Czechoslovakia,1,0,0,1,0
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",44.0,Thailand,10,0,0,1,0
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",45.0,Tunisia,1,0,0,0,2
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",46.0,Malaysia,12,2,0,0,1
1988,Summer,Republic of Korea,Seoul,733,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",46.0,Morocco,14,0,0,0,1
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,United States of America,21,8,20,16,9
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,Germany,30,6,12,17,9
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,Unified Team,16,5,10,8,3
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,Austria,22,9,8,3,9
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,Finland,14,3,7,3,4
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,France,28,3,6,4,9
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,Norway,19,4,5,5,4
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,Switzerland,14,5,3,8,4
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Canada,14,5,2,4,6
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,Poland,11,2,2,0,3
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,New Zealand,7,0,2,0,0
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Australia,5,0,1,1,2
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Sweden,5,4,1,1,2
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Czechoslovakia,13,3,0,4,2
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,Great Britain,14,1,0,1,4
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",15.0,Italy,19,8,0,1,3
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",15.0,Spain,10,3,0,1,3
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",16.0,Denmark,4,1,0,1,0
1992,Winter,France,Albertville,79,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",17.0,Japan,11,4,0,0,2
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,United States of America,264,90,75,52,48
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,Germany,174,64,61,51,59
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,Great Britain,156,52,40,47,41
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,France,106,39,36,36,34
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,Spain,167,66,34,31,42
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,Canada,89,49,28,21,26
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,Australia,93,41,24,27,25
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,Unified Team,50,11,16,14,15
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Netherlands,72,27,14,14,11
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,Norway,33,5,13,13,7
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,Denmark,22,21,12,22,12
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Republic of Korea,64,2,11,15,18
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,People's Republic of China,13,11,11,7,7
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,Poland,36,4,10,12,10
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",15.0,Italy,69,18,10,7,18
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",16.0,Japan,54,22,8,7,15
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",17.0,Finland,54,13,8,6,11
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",18.0,Sweden,72,27,7,22,9
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",19.0,Egypt,41,0,7,6,7
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",20.0,Switzerland,36,5,6,16,13
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",21.0,Belgium,64,9,5,5,7
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",22.0,Austria,31,5,5,4,13
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",23.0,New Zealand,9,4,5,1,0
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",24.0,Czechoslovakia,24,5,4,3,6
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",25.0,Hungary,34,9,4,3,4
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",26.0,Independent Paralympic Participants,13,3,4,3,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",27.0,South Africa,9,1,4,1,3
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",28.0,"Hong Kong, China",16,5,3,4,4
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",29.0,Cuba,10,0,3,3,3
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",29.0,Portugal,26,4,3,3,3
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",30.0,Iceland,8,4,3,2,12
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",31.0,Brazil,31,10,3,0,4
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",32.0,Nigeria,6,0,3,0,0
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",33.0,Israel,56,6,2,4,5
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",34.0,Slovenia,7,1,2,0,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",35.0,Kuwait,21,3,1,3,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",36.0,Islamic Republic of Iran,25,4,1,2,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",37.0,Bulgaria,5,2,1,2,0
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",37.0,Panama,2,0,1,2,0
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",38.0,Argentina,26,1,1,1,0
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",39.0,Kenya,9,6,1,0,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",40.0,Lithuania,1,3,0,4,3
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",41.0,Ireland,40,18,0,3,4
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",42.0,Estonia,2,4,0,2,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",42.0,Greece,7,0,0,2,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",43.0,Mexico,9,10,0,1,10
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",44.0,Jamaica,2,2,0,1,2
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",44.0,Malaysia,10,0,0,1,2
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",45.0,Faroe Islands,1,2,0,1,0
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",46.0,Bahrain,4,0,0,0,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",46.0,Chinese Taipei,10,1,0,0,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",46.0,Croatia,5,1,0,0,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",46.0,Iraq,18,0,0,0,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",46.0,Thailand,5,0,0,0,1
1992,Summer,Spain,Barcelona,489,16,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",46.0,Venezuela,9,1,0,0,1
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,Norway,33,9,29,22,13
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,Germany,33,10,25,21,18
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,United States of America,22,8,24,12,7
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,France,23,3,14,6,11
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,Russian Federation,19,8,10,12,8
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,Austria,30,8,7,16,12
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,Finland,15,3,7,6,11
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,Sweden,22,5,3,3,2
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Australia,6,0,3,2,4
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,New Zealand,6,1,3,0,3
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,Switzerland,15,4,2,9,5
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Poland,12,3,2,3,5
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Spain,10,4,1,6,3
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,Canada,25,6,1,2,5
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",15.0,Netherlands,5,1,1,0,3
1994,Winter,Norway,Lillehammer,133,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",16.0,Denmark,2,1,1,0,2
